Sl.No.,Brand,Name,Reviews Date Added,Reviews do Recommend,Reviews Num Helpful,Reviews Rating,Weight,Reviews Title,Reviews Text
110,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2018-01-08T09:58:32Z,,,5,1.0 lbs,Makes The Best Jello Shots Ever!!,"Makes orange jello taste like creamsicle, strawberry taste like strawberries and cream, lemon taste like lemon meringue....I could go on and on....get some today!!"
111,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-11-20T22:26:30Z,,,5,1.0 lbs,"""the Best Jerry, The Best""","Pinnacle has been making our Martini's in my family for many years. My late father discovered it years ago when someone said it's on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet you'll love it too. Al"
112,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-23T23:01:18Z,,,5,1.0 lbs,Pinnacle Whipped Bodka,The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!
113,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Love this product!,"Everything is great about this product, cheap price, perfect taste. Mixing this flavor with just a soda makes it delicious."
114,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-02T07:00:09Z,,,5,1.0 lbs,I Love This Stuff !!!!,"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions."
115,Skinnygirl,Skinnygirl174 Original Margarita - 750ml Bottle,2018-01-10T05:38:33Z,,,2,1.0 lbs,So So,Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have.
116,Mirassou,Mirassou174 Pinot Noir - 750ml Bottle,2018-01-10T05:58:02Z,TRUE,1,4,1.0 lbs,Smooth And Fruity.,Very good summer red. It's become our favorite reasonably priced wine that we enjoy on its own.
117,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,5,0.06 lbs,seagrams escapes,love all of the flavors. will be buying again. great for summer drinks
118,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,4,0.06 lbs,Variety Value,"I bought this pack on a whim and I'm so glad I did. There is a variety of drinks for a great price, even less than the discount liquor store! I'll definitely get this again!"
119,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,,,5,0.06 lbs,Line,Vrty good
120,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,,,4,0.06 lbs,Enjoy there flavors,Jamaican me happy
121,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,FALSE,,5,0.06 lbs,Tasty if you can find it,Really enjoy these but SAMs likes to send you on wild goose chases saying available and none to be found not even the empty pallet
122,Apothic,Apothic174 Dark Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,2.0 lbs,Best Red Blend for the price,We have been buying Apothic Dark for a couple of years now. It is our Red Blend of Choice. Very Smooth and very reasonably priced.
123,Apothic,Apothic174 Dark Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,3,2.0 lbs,pretty good,Decent table wine for the price. Bend that is on the sweeter side of the spectrum.
124,RumChata,Rumchata174 Caribbean Rum - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,1.56 lbs,Very popular,Rum Chata is great when mixed with Fireball or Caramel Vodka
125,Sauza,Sauza174 Silver Tequila - 750ml Bottle,2018-01-10T18:06:41Z,,,5,1.0 lbs,"Love The Cucumber Chili, Wish It Wasn't Discontinued.",Love this brand of tequila. I'm a Margarita fan and like to make different kinds
126,Corona Extra,Corona Extra174 Beer - 12pk / 12oz Bottles,2018-01-10T22:32:39Z,TRUE,1,5,1.0 lbs,Beer,love it wouldnt mind drinking more
127,Bud Light,Bud Light174 Lime Beer - 12pk / 12oz Cans,2018-01-10T18:59:18Z,,1,4,1.0 lbs,"Good, Cheap, Summer Lake Beer","On a hot day near the water, this is the cheap-ish beer to have. Bud light with a solid splash of lime, makes it a light and refreshing choice. The Target 12-pack is average-priced and will provide a beverage most will enjoy - particularly the ladies."
128,Absolut,Absolut174 Mandarin Vodka - 750ml Bottle,2018-01-10T05:38:33Z,TRUE,1,5,1.0 lbs,This Is Great!,"Love this vodka - it's perfect for screwdrivers! It blends so well with the juice and for an interesting citrus blend, you can use grapefruit juice."
129,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,1.0 lbs,One of our favorites,We've been drinking this wine for a while. It's one of a group we buy regularly because it's a good wine at an affordable price.
130,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,4,1.0 lbs,Like an old friend,"Never disappointed, constant taste."
131,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,1.0 lbs,A hidden gem,"A delicious blended wine ... give it a try, you might be surprised"
132,Schmitt Sohne Family Wines,Schmitt Sohne174 Relax Riesling - 750ml Bottle,2018-01-10T05:58:02Z,TRUE,0,5,1.0 lbs,Best Reisling!,This is by far the best reisling I've ever had! LOVE it! Always consistent in flavor and my go to!
133,Blue Moon,Blue Moon174 Belgian White Wheat Ale - 12pk / 12oz Bottles,2018-01-10T05:58:02Z,,1,5,31.1 lbs,Delicious,Great Taste don't forget a slice of orage on the side!
134,KINKY,Kinky174 Fruit Liqueur - 750ml Bottle,2018-01-10T05:38:33Z,TRUE,1,5,1.56 lbs,Yum!,Very fruity. Smooth. I like it straight over ice with a bit of Chambord.
135,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,Bitter Acrid Terrible Tea,"Tastes absolutley nothing like Chinese restaurant tea... not even similar. It's absolutley horrible, bitter and acrid. With shipping I paid 50 cents per bag... what an amazing rip off. You can go to a local Oriental store and get this kind of stuff for 2 cents per bag... and it would probably taste better."
136,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,Very good tea.....,I don't know why some people wrote bad reviews about this tea. It is just like the tea I've grown up with that I had in Chinese Restaurants. The only complaint I have is that I found the same tea while visiting an Asian store out of town and it was only 2.00 per box while this one was more than double plus a 2.99 shipping fee. I knocked the rating down one star because of the outrageous price this seller charges.
137,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,Loving It,"Had a cup of this tea and it was like reliving the past. Always drank this blend at a small Chinese Resturant in Queens, NY. After my first sip I felt like I was back thier enjoying a big pot of tea. Smooth and Relaxing, great blend and will be ordering more soon."
138,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,Great tea!!,"Yes! this IS just like the Chinese restaurant tea. I used to receive a tea bag or two from my favorite Chinese take out, but nobody does that anymore. I'd save my teabag for the next day to drink with the leftovers, to enhance the leftovers. Now, I can enjoy this tea anytime. This is a refreshing tea that does not make one feel as if we should be adding milk and/or eating some cookies or cakes with it. This tea can stand alone and refresh the inner soul. I drink it with just a pinch of sugar."
139,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,Fantastic Tea,"I gave this to my husband for christmas and he loves it. Says it smells good, it has a nice flavor and a smooth texture, just like the tea you are served in Chinese Restaurants :)"
140,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,"Tasty blend of green, jasmine and oolong tea. Hard to find in stores where I live.","I really like this tea and have bought it many times. The blend called Chinese Restaurant Tea is a blend of green, oolong and jasmine. It doesn't contain ginseng or black tea, which might explain why some people don't like it. (Black tea is more common and smoother tasting than green, which can be grassy or sharp tasting.) It does taste like the teas I have had at better Asian restaurants. (Some of the cheapo ones don't even serve tea any more.)I like the packaging and the name. Kind of quirky, stripped down and charming to my mind. It is hard for me to find this tea in stores. I called the company and they said it was only available in certain regions. (My store had carried it but stopped apparently due to this regional issue -- no longer available in our part of PA.) It was much cheaper in the store than it is on-line but I am just glad to have found it! Thanks for carrying it, Amazon and friends!"
141,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,ILOVETHISTEA,"Really, that's all I have to say. I have ordered this tea several times. Tastes EXACTLY like the Chinese tea that you can find in any major Chinese restaurant."
142,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,1.0 lbs,"Good taste, but is it real Ginseng","I really like the taste of the tea, especially cold. It's a green tea mixed with Ginseng, and they've added licorice root to perhaps sweeten the tea. I don't even add any sugar or honey to it, the taste is that good. My only complaint is that the box claims it is 100 natural, but I wish they would disclose the amount and type of Ginseng. I bought this tea because of the Ginseng, so it would be nice if they disclosed what type of Ginseng and what concentration of it is in the tea itself. Since this is a pretty inexpensive tea, I'm guessing it's a cheap low-quality Ginseng, but like I said, it is tasty. Another nice benefit of this tea is that you can just drop the tea bag into a glass of room temperature water and drink it that way, it's very tasty this way! You don't have to steep or brew it with hot water, so it makes it a nice drinkable tea year round."
143,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-05-18T19:58:19Z,,,,1.0 lbs,Good taste And Good tea,"I like all ingredients in this tea: Green tea, Licorice root and Ginseng. Specially Licorice root can relieve a spasmodic cough and test like Mint"
144,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-05-18T19:58:19Z,,,,1.0 lbs,Good stuff,We like this brand especially when we make stir fry. Can't find it in the grocery stores any longer and was happy I could find it on line.
145,Chateau Ste Michelle,Chateau Ste Michelle174 Riesling - 750ml Bottle,2018-01-09T13:24:04Z,,,5,1.0 lbs,Great Taste And Great Value!,"This is my favorite Riesling. When I spotted it on sale for 9.99 a bottle I was delighted. I usually pay around 12.99 at other locations. Buying two bottles saved me six dollars, Thanks Target."
146,Leinenkugel's,Leinenkugel's174 Sunset Wheat Beer - 6pk / 12oz Bottles,2018-01-10T18:59:18Z,TRUE,,5,1.0 lbs,Leinenkugels Sunset Wheat,"Refreshing taste of beer especially for summer, citrus combined w/ blueberry."
147,Sierra Nevada,Sierra Nevada174 Torpedo Extra Ipa Beer - 6pk / 12oz Bottles,2018-01-10T22:32:44Z,,1,5,1.0 lbs,"Right On Target, Great After A Busy Day","Right on Target - Sierra Nevada Torpedo Ale has outstanding character, warm, subtle hints of fruit and a strong but not overly bitter hop aftertaste. It is excellent after a hard day's work to kick back and relax. Target recently began carrying beer and I could not be more enthused! ..."
148,Sierra Nevada,Sierra Nevada174 Torpedo Extra Ipa Beer - 6pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,5,1.0 lbs,Excellent IPA,Best beer for the money. Wish the club in Omaha would carry it again. Any idea if any club carries it
149,New Belgium,New Belgium174 Fat Tire Amber Ale - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,0,5,1.0 lbs,Best beer out of Colorado,Battle ground walmart is to high priced to surrounding stores
150,Smirnoff,Smirnoff174 Ice Party Pack - 12pk / 11.2oz Bottles,2018-01-10T18:06:41Z,,1,5,0.06 lbs,Smirnoff Is Better Than,Any alcohol beverage
151,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-10T05:38:33Z,,,5,1.0 lbs,Always Have Jb Original On Hand,"I have been enjoying Jim Beam Original for many years. I started mixing JB-O with Slice while wife and I watched Dallas. I have tried other whiskeys, but keep coming back to JB. Now I enjoy it mixed with Diet Pepsi (since I can no longer find Slice)."
152,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-08T09:58:32Z,,,5,1.0 lbs,"""awesome""",My momma LOVES this stuff....!! Its the taste that will rockur socks off!!
153,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-03T04:55:21Z,,,5,1.0 lbs,Yumm,It goes great in apple cider
154,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-11-20T22:26:30Z,,,5,1.0 lbs,A Drink That Stands Out; And Smooth As Well...,A true classic of spirits...
155,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,It is the first drink I check everytime,The white label or the devil's cut dashed with some lemonade and lime cordial is how I enjoy my Jim.
156,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Yes I would buy again,Best Drink you can get
157,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,4,1.0 lbs,very reasonally priced,to make manhattens
158,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,One fine bourbon,Best bourbon I have found...have toured distillery and love the brand..
159,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Red Stag stands alone,Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick !
160,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Good taste,I like it with dr.peper to sip and relax
161,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,The only whiskey I drink,Better than the other's
162,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Priced right and great quality,Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.
163,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Best bourbon on earth.,I keep Jim Beam on hand every day of the week.
164,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,A Bourbon Legend,"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT"
165,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,I would buy this drink over and over.,It's does have a great toaste to it the only drink I'll drink.
166,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Smooth,I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!
167,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,smoothy,Best tasteing and defenetly the smoothest around I love it!
168,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,1.0 lbs,Always in my liquor cabinet,I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.
169,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-02T07:00:09Z,,,4,1.0 lbs,Very Reasonally Priced,to make manhattens
170,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-07-25T05:44:53Z,,,5,1.0 lbs,One Fine Bourbon,Best bourbon I have found...have toured distillery and love the brand..
171,Josh Cellars,Josh Cellars174 Cabernet Sauvignon - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,4,1.0 lbs,Great value,Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.
